canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
Nc1c2c(nc3ccc(Cl)cc13)OCCC2,CHEMBL134240,IC50,nM,9810.0,IC50,nM,9810.0
Nc1c2c(nc3cccc(F)c13)CCCC2,CHEMBL132030,IC50,nM,78.0,IC50,nM,78.0
Nc1c2c(nc3ncccc13)CCCC2,CHEMBL133448,IC50,nM,429.0,IC50,nM,429.0
Nc1c2c(nc3c1CCC3)CCCC2,CHEMBL130880,IC50,nM,658.0,IC50,nM,658.0
Cl.Cl.c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL1202874,IC50,nM,470.0,IC50,nM,470.0
Nc1c2c(nc3ncccc13)OCCC2,CHEMBL133441,IC50,nM,6262.0,IC50,nM,6262.0
Nc1c2c(nc3cnccc13)CCCC2,CHEMBL130427,IC50,nM,2600.0,IC50,nM,2600.0
COc1cccc2nc3c(c(N)c12)CCCO3,CHEMBL134154,IC50,nM,606.0,IC50,nM,606.0
Nc1c2c(nc3ccccc13)OCCC2,CHEMBL132260,IC50,nM,266.0,IC50,nM,266.0
Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,CHEMBL1204299,IC50,nM,39.0,IC50,nM,39.0
CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,CHEMBL1204296,IC50,nM,66.0,IC50,nM,66.0
Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CC4)CC2)cc1,CHEMBL1202885,IC50,nM,190.0,IC50,nM,190.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,16.0,IC50,nM,16.0
Nc1c2c(nc3cccc(Cl)c13)OCCC2,CHEMBL337453,IC50,nM,313.0,IC50,nM,313.0
Nc1c2c(nc3c1CCCO3)CCC2,CHEMBL335922,IC50,nM,1120.0,IC50,nM,1120.0
Cc1cccc2nc3c(c(N)c12)CCCO3,CHEMBL132619,IC50,nM,150.0,IC50,nM,150.0
C=CCC[N+](C)(C)c1ccccc1O.[Br-],CHEMBL61515,IC50,nM,10000.0,IC50,uM,10.0
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,IC50,nM,2.0,IC50,uM,0.002
COc1ccc(C(=O)COc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],CHEMBL61965,IC50,nM,10000.0,IC50,uM,10.0
COc1ccc(C(=O)CCc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],CHEMBL59790,IC50,nM,3000.0,IC50,uM,3.0
COc1ccc(C(=O)CCc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],CHEMBL300170,IC50,nM,1300.0,IC50,uM,1.3
C=CC[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL61312,IC50,nM,3000.0,IC50,uM,3.0
C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-],CHEMBL59192,IC50,nM,1000.0,IC50,uM,1.0
C=CC[N+](C)(C)c1ccc(OCC(=O)c2ccc(OC)c(OC)c2)cc1.[Br-],CHEMBL58511,IC50,nM,10000.0,IC50,uM,10.0
COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],CHEMBL59074,IC50,nM,1040.0,IC50,uM,1.04
C=CC[N+](C)(C)c1ccccc1O.[Br-],CHEMBL60596,IC50,nM,1850.0,IC50,uM,1.85
COc1ccc(C(=O)COc2cccc([N+](C)(C)C)c2)cc1OC.[Br-],CHEMBL62031,IC50,nM,10000.0,IC50,uM,10.0
COc1ccc(C(=O)COc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],CHEMBL60074,IC50,nM,330.0,IC50,uM,0.33
COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],CHEMBL60180,IC50,nM,10000.0,IC50,uM,10.0
CC[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL60745,IC50,nM,3960.0,IC50,uM,3.96
C=CC[N+](C)(C)c1ccccc1OC.[Br-],CHEMBL58194,IC50,nM,1000.0,IC50,uM,1.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,CHEMBL305670,IC50,nM,23.0,IC50,nM,23.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,CHEMBL305670,IC50,nM,21.0,IC50,nM,21.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,31.0,IC50,nM,31.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,35.0,IC50,nM,35.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C,CHEMBL75729,IC50,nM,150.0,IC50,nM,150.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C,CHEMBL75729,IC50,nM,220.0,IC50,nM,220.0
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL74950,IC50,nM,230.0,IC50,nM,230.0
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL74950,IC50,nM,350.0,IC50,nM,350.0
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL74107,IC50,nM,15.0,IC50,nM,15.0
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL74107,IC50,nM,16.0,IC50,nM,16.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,22000.0,IC50,nM,22000.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,25000.0,IC50,nM,25000.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C,CHEMBL74257,IC50,nM,190.0,IC50,nM,190.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C,CHEMBL74257,IC50,nM,330.0,IC50,nM,330.0
C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,CHEMBL307721,IC50,nM,32.0,IC50,nM,32.0
C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,CHEMBL307721,IC50,nM,45.0,IC50,nM,45.0
CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12,CHEMBL308503,IC50,nM,32000.0,IC50,nM,32000.0
CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12,CHEMBL308503,IC50,nM,23000.0,IC50,nM,23000.0
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL308043,IC50,nM,310.0,IC50,nM,310.0
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL308043,IC50,nM,210.0,IC50,nM,210.0
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,CHEMBL74926,IC50,nM,36.0,IC50,nM,36.0
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,CHEMBL74926,IC50,nM,21.0,IC50,nM,21.0
COc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,CHEMBL340542,IC50,nM,70000.0,IC50,uM,70.0
O=C1CCN(Cc2ccccc2)C/C1=C\c1cccn1C(=O)c1ccccc1,CHEMBL128894,IC50,nM,30000.0,IC50,uM,30.0
O=C1/C(=C/c2ccc[nH]2)CN(Cc2ccccc2)C/C1=C\c1ccc[nH]1,CHEMBL340866,IC50,nM,18000.0,IC50,uM,18.0
N#Cc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,CHEMBL337002,IC50,nM,20000.0,IC50,uM,20.0
O=C1/C(=C/c2cc[nH]c2)CN(Cc2ccccc2)C/C1=C\c1cc[nH]c1,CHEMBL422971,IC50,nM,6000.0,IC50,uM,6.0
O=C1CCN(Cc2ccccc2)C/C1=C\c1c[nH]c2ccc(OCc3ccccc3)cc12,CHEMBL340854,IC50,nM,25000.0,IC50,uM,25.0
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(Cl)cc2)c2ccccc12,CHEMBL340599,IC50,nM,50000.0,IC50,uM,50.0
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12,CHEMBL128292,IC50,nM,50000.0,IC50,uM,50.0
CN1CCC(C2Cc3ccccc3C2=O)CC1,CHEMBL348318,IC50,nM,3300.0,IC50,nM,3300.0
CN1CCC(CCCC2Cc3ccccc3C2=O)CC1,CHEMBL263322,IC50,nM,1.5,IC50,nM,1.5
COc1ccc2[nH]cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c2c1,CHEMBL340216,IC50,nM,6000.0,IC50,uM,6.0
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(F)cc2)c2ccccc12,CHEMBL131286,IC50,nM,60000.0,IC50,uM,60.0
COc1ccc2c(c1)c(/C=C1\CN(Cc3ccccc3)CCC1=O)cn2C(=O)c1ccccc1,CHEMBL131318,IC50,nM,80000.0,IC50,uM,80.0
CC(C)(C)OC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21,CHEMBL340929,IC50,nM,30000.0,IC50,uM,30.0
CN1CCN(CC2Cc3ccccc3C2=O)CC1,CHEMBL156157,IC50,nM,94.0,IC50,nM,94.0
CC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21,CHEMBL129684,IC50,nM,11000.0,IC50,uM,11.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,40.0,IC50,uM,0.04
CC1CCN(Cc2cccc3ccccc23)CC1,CHEMBL155121,IC50,nM,220.0,IC50,nM,220.0
CN1CCC(C[C@@H]2Cc3ccccc3C2=O)CC1,CHEMBL153865,IC50,nM,5.3,IC50,nM,5.3
CN1CCC(CC2=Cc3ccccc3C2)CC1,CHEMBL157410,IC50,nM,4400.0,IC50,nM,4400.0
CN1CCC(CC/C=C2\Cc3ccccc3C2=O)CC1,CHEMBL155945,IC50,nM,0.82,IC50,nM,0.82
CC1CCN(Cc2ccccc2)CC1,CHEMBL158232,IC50,nM,5.3,IC50,nM,5.3
O=C1CCN(Cc2ccccc2)C/C1=C\c1ccc[nH]1,CHEMBL340409,IC50,nM,11000.0,IC50,uM,11.0
O=C1CCN(Cc2ccccc2)C/C1=C\c1ccn(C(=O)c2ccccc2)c1,CHEMBL335329,IC50,nM,30000.0,IC50,uM,30.0
CC1CCN(C(=O)c2ccccc2)CC1,CHEMBL155768,IC50,nM,10000.0,IC50,nM,10000.0
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccccc2)c2ccccc12,CHEMBL130831,IC50,nM,70000.0,IC50,uM,70.0
CN1CCC(/C=C/C=C2\Cc3ccccc3C2=O)CC1,CHEMBL155746,IC50,nM,3.0,IC50,nM,3.0
CC1CCN(Cc2ccccc2[N+](=O)[O-])CC1,CHEMBL347354,IC50,nM,160.0,IC50,nM,160.0
Cc1[nH]c(C)c(/C=C2\CN(Cc3ccccc3)CCC2=O)c1C=O,CHEMBL130738,IC50,nM,30000.0,IC50,uM,30.0
Cc1ccccc1CN1CCC(C)CC1,CHEMBL158174,IC50,nM,10.0,IC50,nM,10.0
CC1CCN(CC2CCCCC2)CC1,CHEMBL345241,IC50,nM,8.9,IC50,nM,8.9
CC1CCN(CC2Cc3ccccc3C2=O)CC1,CHEMBL156763,IC50,nM,480.0,IC50,nM,480.0
CC1CCN(CCc2ccccc2)CC1,CHEMBL343237,IC50,nM,180.0,IC50,nM,180.0
CN1CCC(C[C@H]2Cc3ccccc3C2=O)CC1,CHEMBL345905,IC50,nM,7.7,IC50,nM,7.7
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,IC50,nM,600.0,IC50,uM,0.6
O=C1CCN(Cc2ccccc2)C/C1=C\c1c[nH]c2ccccc12,CHEMBL128172,IC50,nM,8000.0,IC50,uM,8.0
CN1CCC(=C2Cc3ccccc3C2=O)CC1,CHEMBL157017,IC50,nM,1200.0,IC50,nM,1200.0
CC1CCN(Cc2ccc3ccccc3c2)CC1,CHEMBL155128,IC50,nM,2900.0,IC50,nM,2900.0
CN1CCC(CCN2C(=O)c3ccccc3C2=O)CC1,CHEMBL345847,IC50,nM,0.9,IC50,nM,0.9
CN1CCC(CCC2C(=O)Nc3ccccc3C2=O)CC1,CHEMBL158252,IC50,nM,4.2,IC50,nM,4.2
CN1CCC(/C=C2\Cc3ccccc3C2=O)CC1,CHEMBL156874,IC50,nM,8.4,IC50,nM,8.4
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,180.0,IC50,uM,0.18
O=C1CCN(Cc2ccccc2)C/C1=C\c1cc[nH]c1,CHEMBL341251,IC50,nM,6000.0,IC50,uM,6.0
c1ccc(CN2CCC(CCc3nccc4ccccc34)CC2)cc1,CHEMBL92142,IC50,nM,219.79,Log IC50(nM),,2.342
CN(CCCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1.Cl,CHEMBL553187,IC50,nM,930.0,IC50,uM,0.93
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL130956,IC50,nM,140.0,IC50,nM,140.0
c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1,CHEMBL93936,IC50,nM,0.7998,Log IC50(nM),,-0.097
CCc1cccc(CC)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL335167,IC50,nM,1500.0,IC50,nM,1500.0
c1ccc(CN2CCC(CNc3noc4ccccc34)CC2)cc1,CHEMBL92629,IC50,nM,319.89,Log IC50(nM),,2.505
CC(C)c1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL130270,IC50,nM,15.0,IC50,nM,15.0
Cc1cccc(C)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL340867,IC50,nM,785.0,IC50,nM,785.0
Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL330004,IC50,nM,50.0,Log IC50(nM),,1.699
O=C(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,CHEMBL93123,IC50,nM,9.397,Log IC50(nM),,0.973
Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL420625,IC50,nM,20.0,Log IC50(nM),,1.301
c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,CHEMBL92460,IC50,nM,54.95,Log IC50(nM),,1.74
CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL340391,IC50,nM,10.0,IC50,nM,10.0
O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,CHEMBL92955,IC50,nM,14.0,Log IC50(nM),,1.146
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,16.0,IC50,uM,0.016
Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,CHEMBL131210,IC50,nM,78.0,IC50,nM,78.0
C(=C/C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12,CHEMBL126939,IC50,nM,209.89,Log IC50(nM),,2.322
c1ccc(CN2CCC(CCc3ncnc4ccccc34)CC2)cc1,CHEMBL329531,IC50,nM,340.41,Log IC50(nM),,2.532
COc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL418955,IC50,nM,8.299,Log IC50(nM),,0.919
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,18.97,Log IC50(nM),,1.278
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,28.0,IC50,nM,28.0
NC(=O)c1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92663,IC50,nM,8.79,Log IC50(nM),,0.944
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,7.998,Log IC50(nM),,0.903
Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,CHEMBL131598,IC50,nM,28.0,IC50,nM,28.0
Cl.c1ccc(-c2ccc(NCCCCCN3CCc4ccccc4C3)nn2)cc1,CHEMBL543711,IC50,nM,47000.0,IC50,uM,47.0
Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1C,CHEMBL335962,IC50,nM,23.0,IC50,nM,23.0
CN(C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C)c1ccccc1,CHEMBL131825,IC50,nM,690.0,IC50,nM,690.0
COc1cccc2c(CCC3CCN(Cc4ccccc4)CC3)noc12,CHEMBL93619,IC50,nM,7.096,Log IC50(nM),,0.851
Cc1ccc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,CHEMBL337675,IC50,nM,26.0,IC50,nM,26.0
COc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,CHEMBL94186,IC50,nM,7.194,Log IC50(nM),,0.857
Oc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92463,IC50,nM,26.0,Log IC50(nM),,1.415
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,269.77,Log IC50(nM),,2.431
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,CHEMBL335220,IC50,nM,14.0,IC50,nM,14.0
Cc1cc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,CHEMBL130363,IC50,nM,1300.0,IC50,nM,1300.0
c1ccc(CN2CCC(CCc3n[nH]c4ccccc34)CC2)cc1,CHEMBL92958,IC50,nM,119.95,Log IC50(nM),,2.079
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1C,CHEMBL130672,IC50,nM,31.0,IC50,nM,31.0
c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,CHEMBL94059,IC50,nM,2582.26,Log IC50(nM),,3.412
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,CHEMBL74926,IC50,nM,22.0,IC50,nM,22.0
Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL132531,IC50,nM,260.0,IC50,nM,260.0
CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL132285,IC50,nM,2500.0,IC50,nM,2500.0
Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,CHEMBL433379,IC50,nM,7.798,Log IC50(nM),,0.892
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL129837,IC50,nM,760.0,IC50,nM,760.0
c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,CHEMBL328102,IC50,nM,97.72,Log IC50(nM),,1.99
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL130458,IC50,nM,10.0,IC50,nM,10.0
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL308043,IC50,nM,210.0,IC50,nM,210.0
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,95.0,IC50,uM,0.095
N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92775,IC50,nM,100.93,Log IC50(nM),,2.004
CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92736,IC50,nM,2.799,Log IC50(nM),,0.447
Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,CHEMBL91291,IC50,nM,5.794,Log IC50(nM),,0.763
Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL3215535,IC50,nM,140.0,IC50,uM,0.14
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,128.0,IC50,nM,128.0
CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,CHEMBL413765,IC50,nM,20.0,IC50,nM,20.0
CCCCCCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(CC)[C@H]1C2,CHEMBL359198,IC50,nM,233.0,IC50,nM,233.0
CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609671,IC50,nM,152.0,IC50,M,1.52E-7
CC(C)NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609672,IC50,nM,35000.0,IC50,M,0.000035
CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL612098,IC50,nM,40000.0,IC50,M,0.00004
CN(C(=O)NCc1ccccc1)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL612099,IC50,nM,6300.0,IC50,M,0.0000063
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,IC50,nM,91.0,IC50,M,9.1E-8
CN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3N(C)C12,CHEMBL612100,IC50,nM,460.0,IC50,M,4.6E-7
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C.COS(=O)(=O)[O-],CHEMBL539109,IC50,nM,34.0,IC50,M,3.4E-8
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,76.0,IC50,M,7.6E-8
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccc(Cl)cc4)ccc3N(C)C12,CHEMBL609409,IC50,nM,1800.0,IC50,M,0.0000018
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL54727,IC50,nM,350.0,IC50,M,3.5E-7
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609149,IC50,nM,970.0,IC50,M,9.7E-7
CC[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL60745,IC50,nM,780.0,IC50,M,7.8E-7
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,57.0,IC50,M,5.7E-8
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609150,IC50,nM,110.0,IC50,M,1.1E-7
C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,CHEMBL140020,IC50,nM,8.0,IC50,M,8E-9
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,CHEMBL609668,IC50,nM,1700.0,IC50,M,0.0000017
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL542467,IC50,nM,11.7,IC50,nM,11.7
CNC(=O)Oc1ccc2c(c1)CN(CCCOc1ccc3c(=O)c4ccccc4oc3c1)CC2.Cl,CHEMBL540833,IC50,nM,12.4,IC50,nM,12.4
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCN2CCOCC2)c1,CHEMBL127465,IC50,nM,27.4,IC50,nM,27.4
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,CHEMBL340427,IC50,nM,0.3,IC50,nM,0.3
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(C(=O)c3ccccc3)cc2)c1.Cl,CHEMBL544592,IC50,nM,5.4,IC50,nM,5.4
CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,CHEMBL124933,IC50,nM,1.4,IC50,nM,1.4
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1.Cl,CHEMBL542220,IC50,nM,82.6,IC50,nM,82.6
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCCN2CCOCC2)c1,CHEMBL127857,IC50,nM,29.3,IC50,nM,29.3
CNC(=O)Oc1cccc(CN(C)CCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL557405,IC50,nM,6.8,IC50,nM,6.8
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCN2CCOCC2)c1,CHEMBL340228,IC50,nM,21.1,IC50,nM,21.1
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,14.1,IC50,nM,14.1
CNC(=O)Oc1cccc(CN(C)CCCOc2cccc(Cc3ccccc3)c2)c1.Cl,CHEMBL544126,IC50,nM,24.7,IC50,nM,24.7
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL543655,IC50,nM,0.32,IC50,nM,0.32
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,CHEMBL124156,IC50,nM,54.6,IC50,nM,54.6
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1,CHEMBL340171,IC50,nM,26.2,IC50,nM,26.2
CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1.Cl,CHEMBL539045,IC50,nM,79.6,IC50,nM,79.6
CNC(=O)Oc1cccc(CN(C)CC#CCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL553803,IC50,nM,210.0,IC50,nM,210.0
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL544823,IC50,nM,21.8,IC50,nM,21.8
COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL27673,IC50,nM,5370.32,pIC50,,5.27
