canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
COC(=O)C1=C(C)OP(=O)(OC)CCC1,CHEMBL592624,IC50,nM,12000.0,IC50,uM,12.0
CO[P@]1(=O)CC[C@@H]2COC(=O)C2=C(C)O1,CHEMBL2179375,IC50,nM,3000.0,IC50,uM,3.0
CO[P@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1,CHEMBL592433,IC50,nM,30000.0,IC50,uM,30.0
CO[P@]1(=O)OC[C@@H]2COC(=O)C2=C(C)O1,CHEMBL3401159,IC50,nM,35.0,IC50,uM,0.035
CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1,CHEMBL603622,IC50,nM,40.0,IC50,uM,0.04
CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1,CHEMBL603622,IC50,nM,45.0,IC50,nM,45.0
CC(C)NCc1cccc2[nH]c3ccccc3c12,CHEMBL3752974,IC50,nM,18000.0,IC50,uM,18.0
CCNCc1cccc2[nH]c3cc(Cl)ccc3c12,CHEMBL3752232,IC50,nM,5100.0,IC50,uM,5.1
COc1cc(/C=C/C(=O)N(Cc2cccc3[nH]c4ccccc4c23)C(C)C)ccc1O,CHEMBL3754631,IC50,nM,22000.0,IC50,uM,22.0
CCN(Cc1cccc2[nH]c3cc(Cl)ccc3c12)C(=O)/C=C/c1ccc(O)c(OC)c1,CHEMBL3754448,IC50,nM,6900.0,IC50,uM,6.9
I.ICC1CN=C(Nc2ccccn2)S1,CHEMBL3752908,IC50,nM,71000.0,IC50,uM,71.0
Br.BrCC1CN=C(Nc2ccccn2)S1,CHEMBL3754585,IC50,nM,110000.0,IC50,uM,110.0
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,79.0,IC50,uM,0.079
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,22.0,IC50,uM,0.022
O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCCC2)c1cc2ccccc2o1,CHEMBL3754480,IC50,nM,323.0,IC50,nM,323.0
COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12,CHEMBL3754739,IC50,nM,993.0,IC50,nM,993.0
COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12,CHEMBL3752926,IC50,nM,44.2,IC50,nM,44.2
COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)oc12,CHEMBL3754146,IC50,nM,416.0,IC50,nM,416.0
c1ccc2oc(CNCCCCCCNc3c4c(nc5ccccc35)CCC4)cc2c1,CHEMBL3751941,IC50,nM,47.0,IC50,nM,47.0
COc1cccc2cc(CNCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12,CHEMBL3752356,IC50,nM,63.1,IC50,nM,63.1
COc1cccc2cc(CNCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12,CHEMBL3752969,IC50,nM,15.3,IC50,nM,15.3
c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCC4)cc2c1,CHEMBL3752543,IC50,nM,10.8,IC50,nM,10.8
c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,CHEMBL3752467,IC50,nM,0.86,IC50,nM,0.86
COc1cccc2cc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)oc12,CHEMBL3753405,IC50,nM,2.56,IC50,nM,2.56
c1ccc2oc(CN(CCCCCCNc3c4c(nc5ccccc35)CCC4)Cc3cc4ccccc4o3)cc2c1,CHEMBL3754341,IC50,nM,2070.0,IC50,nM,2070.0
COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCC4)Cc3cc4cccc(OC)c4o3)oc12,CHEMBL3754694,IC50,nM,7495.0,IC50,nM,7495.0
COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCCC4)Cc3cc4cccc(OC)c4o3)oc12,CHEMBL3753957,IC50,nM,260.0,IC50,nM,260.0
COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4cccc(OC)c4o3)oc12,CHEMBL3754778,IC50,nM,1036.0,IC50,nM,1036.0
c1ccc2oc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCC4)Cc3cc4ccccc4o3)cc2c1,CHEMBL3752384,IC50,nM,222.0,IC50,nM,222.0
c1ccc2oc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCC4)Cc3cc4ccccc4o3)cc2c1,CHEMBL3753360,IC50,nM,117.0,IC50,nM,117.0
c1ccc2oc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4ccccc4o3)cc2c1,CHEMBL3754672,IC50,nM,200.0,IC50,nM,200.0
COc1cccc2cc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4cccc(OC)c4o3)oc12,CHEMBL3754005,IC50,nM,199.0,IC50,nM,199.0
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,424.0,IC50,nM,424.0
Cl.Cl.c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,CHEMBL3752685,IC50,nM,0.81,IC50,nM,0.81
O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2o1,CHEMBL3751866,IC50,nM,76.9,IC50,nM,76.9
O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1,CHEMBL3754291,IC50,nM,48.6,IC50,nM,48.6
COc1cccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCCC4)oc12,CHEMBL3752119,IC50,nM,32.3,IC50,nM,32.3
COc1cccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12,CHEMBL3753850,IC50,nM,24.4,IC50,nM,24.4
COc1cccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12,CHEMBL3753508,IC50,nM,1685.0,IC50,nM,1685.0
O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCCC2)c1cc2ccccc2o1,CHEMBL3753706,IC50,nM,308.0,IC50,nM,308.0
O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2o1,CHEMBL3752451,IC50,nM,424.0,IC50,nM,424.0
O=C(NCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1,CHEMBL3752555,IC50,nM,545.0,IC50,nM,545.0
CCN(CCCCCCCCc1cccc(OC)c1)Cc1ccccc1OC,CHEMBL3752227,IC50,nM,5650.0,IC50,uM,5.65
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CHEMBL659,IC50,nM,2010.0,IC50,uM,2.01
CC(C)=CC[C@H]1C[C@@]2(CC=C(C)C)C(=O)O[C@@](CC=C(C)C)(C(=O)[C@@H](C(=O)C(C)C)[C@]1(C)C/C=C/C(C)(C)O)C2=O,CHEMBL3759090,IC50,nM,9600.0,IC50,uM,9.6
CCC(C)C(=O)[C@@H]1C(=O)[C@]2(CC=C(C)C)OC(=O)[C@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)C/C=C/C(C)(C)O)C2=O,CHEMBL3758282,IC50,nM,7100.0,IC50,uM,7.1
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,330.0,IC50,uM,0.33
CC[C@H]1O[C@@H]2O[C@H](/C=C/C=C/C=C/c3oc(=O)cc(OC/C=C(\C)C(=O)OC)c3C)[C@H](O)[C@]2(C)[C@@]1(C)O,CHEMBL3759013,IC50,nM,14900.0,IC50,uM,14.9
C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,CHEMBL395280,IC50,nM,600.0,IC50,uM,0.6
N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)c1cccc3cccc2c13,CHEMBL3764433,IC50,nM,7080.0,IC50,uM,7.08
N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)c1cccc3cccc2c13,CHEMBL3764900,IC50,nM,6590.0,IC50,uM,6.59
CC1(C)CNC2=C([N+](=O)[O-])C3(C(=O)c4cccc5cccc3c45)C(C#N)=C(N)N2C1,CHEMBL3764714,IC50,nM,7710.0,IC50,uM,7.71
N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)c1cccc3cccc2c13,CHEMBL3763417,IC50,nM,5960.0,IC50,uM,5.96
N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)c1ccc(Br)c3c(Br)ccc2c13,CHEMBL3764065,IC50,nM,6370.0,IC50,uM,6.37
N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)c1ccc(Br)c3c(Br)ccc2c13,CHEMBL3764488,IC50,nM,6710.0,IC50,uM,6.71
CC1(C)CNC2=C([N+](=O)[O-])C3(C(=O)c4ccc(Br)c5c(Br)ccc3c45)C(C#N)=C(N)N2C1,CHEMBL3763832,IC50,nM,5980.0,IC50,uM,5.98
N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)c1ccc(Br)c3c(Br)ccc2c13,CHEMBL3765098,IC50,nM,6240.0,IC50,uM,6.24
N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)Nc1ccc(F)cc12,CHEMBL3763973,IC50,nM,3540.0,IC50,uM,3.54
CC1(C)CNC2=C([N+](=O)[O-])C3(C(=O)Nc4ccc(F)cc43)C(C#N)=C(N)N2C1,CHEMBL3763232,IC50,nM,1070.0,IC50,uM,1.07
N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc(F)cc12,CHEMBL3764376,IC50,nM,420.0,IC50,uM,0.42
N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc(F)cc12,CHEMBL3763609,IC50,nM,3290.0,IC50,uM,3.29
N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)Nc1ccc([N+](=O)[O-])cc12,CHEMBL3765476,IC50,nM,3370.0,IC50,uM,3.37
CC1(C)CNC2=C([N+](=O)[O-])C3(C(=O)Nc4ccc([N+](=O)[O-])cc43)C(C#N)=C(N)N2C1,CHEMBL3763820,IC50,nM,1540.0,IC50,uM,1.54
N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc([N+](=O)[O-])cc12,CHEMBL3765697,IC50,nM,1150.0,IC50,uM,1.15
N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc([N+](=O)[O-])cc12,CHEMBL3765569,IC50,nM,3240.0,IC50,uM,3.24
Cc1ccc2c(c1)C1(C(=O)N2)C(C#N)=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C1[N+](=O)[O-],CHEMBL3763482,IC50,nM,3710.0,IC50,uM,3.71
Cc1ccc2c(c1)C1(C(=O)N2)C(C#N)=C(N)N2CC(C)(C)CNC2=C1[N+](=O)[O-],CHEMBL3765093,IC50,nM,1390.0,IC50,uM,1.39
Cc1ccc2c(c1)C1(C(=O)N2)C(C#N)=C(N)N2CCCNC2=C1[N+](=O)[O-],CHEMBL3764100,IC50,nM,940.0,IC50,uM,0.94
Cc1ccc2c(c1)C1(C(=O)N2)C(C#N)=C(N)N2CCNC2=C1[N+](=O)[O-],CHEMBL3764679,IC50,nM,3860.0,IC50,uM,3.86
N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)Nc1ccccc12,CHEMBL3765496,IC50,nM,3960.0,IC50,uM,3.96
CC1(C)CNC2=C([N+](=O)[O-])C3(C(=O)Nc4ccccc43)C(C#N)=C(N)N2C1,CHEMBL3763778,IC50,nM,1250.0,IC50,uM,1.25
N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccccc12,CHEMBL3763203,IC50,nM,1020.0,IC50,uM,1.02
N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccccc12,CHEMBL3765162,IC50,nM,4850.0,IC50,uM,4.85
COc1ccc2c3c1O[C@H]1CC(O)CC[C@@]31CCN(C)C2,CHEMBL3764305,IC50,nM,610.0,IC50,uM,0.61
O=c1cc(Cl)c2ccc(OCCNC3CCN(Cc4ccccc4)CC3)cc2o1,CHEMBL3765293,IC50,nM,2040.0,IC50,uM,2.04
Cc1c(C)c2ccc(OCCNC3CCN(Cc4ccccc4)CC3)cc2oc1=O,CHEMBL3764609,IC50,nM,1690.0,IC50,uM,1.69
Cc1c(Cl)c(=O)oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc12,CHEMBL3764762,IC50,nM,1820.0,IC50,uM,1.82
O=c1oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,CHEMBL3763535,IC50,nM,1370.0,IC50,uM,1.37
Cc1cc(=O)oc2cc(CNCCC3CCN(Cc4ccccc4)CC3)ccc12,CHEMBL3764211,IC50,nM,67.0,IC50,uM,0.067
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,10.0,IC50,uM,0.01
O=c1c2ccccc2[se]n1-c1ccccc1,CHEMBL51085,IC50,nM,6200.0,IC50,uM,6.2
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CHEMBL659,IC50,nM,2600.0,IC50,uM,2.6
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,40.0,IC50,uM,0.04
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,160.0,IC50,uM,0.16
COc1ccc(C(=O)N2c3ccccc3[Se]c3ccc(Cl)cc32)cc1OC,CHEMBL3769555,IC50,nM,6200.0,IC50,uM,6.2
COc1cccc(C(=O)N2c3ccccc3[Se]c3ccc(Cl)cc32)c1,CHEMBL3769537,IC50,nM,5900.0,IC50,uM,5.9
COc1ccc(C(=O)N2c3ccccc3[Se]c3ccc(Cl)cc32)cc1,CHEMBL3770203,IC50,nM,5800.0,IC50,uM,5.8
O=C(CCc1ccccc1)N1c2ccccc2[Se]c2ccc(Cl)cc21,CHEMBL3770577,IC50,nM,6300.0,IC50,uM,6.3
O=C(Cc1ccccc1)N1c2ccccc2[Se]c2ccc(Cl)cc21,CHEMBL3770803,IC50,nM,6500.0,IC50,uM,6.5
O=C(c1ccccc1)N1c2ccccc2[Se]c2ccc(Cl)cc21,CHEMBL3770479,IC50,nM,6000.0,IC50,uM,6.0
Clc1ccc2c(c1)Nc1ccccc1[Se]2,CHEMBL3769862,IC50,nM,6300.0,IC50,uM,6.3
COc1ccc(C(=O)N2c3ccccc3[Se]c3ccccc32)cc1OC,CHEMBL3770978,IC50,nM,5100.0,IC50,uM,5.1
COc1cccc(C(=O)N2c3ccccc3[Se]c3ccccc32)c1,CHEMBL3769833,IC50,nM,6200.0,IC50,uM,6.2
COc1ccc(C(=O)N2c3ccccc3[Se]c3ccccc32)cc1,CHEMBL3769576,IC50,nM,4600.0,IC50,uM,4.6
O=C(CCc1ccccc1)N1c2ccccc2[Se]c2ccccc21,CHEMBL3771233,IC50,nM,6700.0,IC50,uM,6.7
O=C(Cc1ccccc1)N1c2ccccc2[Se]c2ccccc21,CHEMBL3769811,IC50,nM,6400.0,IC50,uM,6.4
O=C(c1ccccc1)N1c2ccccc2[Se]c2ccccc21,CHEMBL3770569,IC50,nM,5400.0,IC50,uM,5.4
c1ccc2c(c1)Nc1ccccc1[Se]2,CHEMBL3769834,IC50,nM,5600.0,IC50,uM,5.6
COc1ccc(C(=O)N2c3ccccc3Sc3ccc(Cl)cc32)cc1OC,CHEMBL3770071,IC50,nM,6400.0,IC50,uM,6.4
COc1cccc(C(=O)N2c3ccccc3Sc3ccc(Cl)cc32)c1,CHEMBL3770206,IC50,nM,4600.0,IC50,uM,4.6
COc1ccc(C(=O)N2c3ccccc3Sc3ccc(Cl)cc32)cc1,CHEMBL1801816,IC50,nM,5900.0,IC50,uM,5.9
O=C(CCc1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL3770866,IC50,nM,7900.0,IC50,uM,7.9
O=C(Cc1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL3770516,IC50,nM,7500.0,IC50,uM,7.5
O=C(c1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL1801815,IC50,nM,9900.0,IC50,uM,9.9
Clc1ccc2c(c1)Nc1ccccc1S2,CHEMBL1411769,IC50,nM,7400.0,IC50,uM,7.4
COc1ccc(C(=O)N2c3ccccc3Sc3ccccc32)cc1OC,CHEMBL3770356,IC50,nM,5800.0,IC50,uM,5.8
COc1cccc(C(=O)N2c3ccccc3Sc3ccccc32)c1,CHEMBL1327885,IC50,nM,6200.0,IC50,uM,6.2
COc1ccc(C(=O)N2c3ccccc3Sc3ccccc32)cc1,CHEMBL239618,IC50,nM,6300.0,IC50,uM,6.3
O=C(CCc1ccccc1)N1c2ccccc2Sc2ccccc21,CHEMBL240047,IC50,nM,7100.0,IC50,uM,7.1
O=C(Cc1ccccc1)N1c2ccccc2Sc2ccccc21,CHEMBL394753,IC50,nM,7400.0,IC50,uM,7.4
O=C(c1ccccc1)N1c2ccccc2Sc2ccccc21,CHEMBL239400,IC50,nM,8000.0,IC50,uM,8.0
c1ccc2c(c1)Nc1ccccc1S2,CHEMBL828,IC50,nM,7300.0,IC50,uM,7.3
C[N+](C)(C)CCOC(=O)c1ccc(Oc2nc(Oc3ccc(C(=O)OCC[N+](C)(C)C)cc3)nc(Oc3ccc(C(=O)OCC[N+](C)(C)C)cc3)n2)cc1,CHEMBL3781564,IC50,nM,300.0,IC50,uM,0.3
CC(COC(=O)c1ccc(Oc2nc(Oc3ccc(C(=O)OCC(C)N(C)C)cc3)nc(Oc3ccc(C(=O)OCC(C)N(C)C)cc3)n2)cc1)N(C)C,CHEMBL3780448,IC50,nM,80800.0,IC50,uM,80.8
COc1nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)n1,CHEMBL3780131,IC50,nM,110500.0,IC50,uM,110.5
CCCCCCCNC(=O)Oc1ccc2c(c1)CN(C)C(c1ccc(F)cc1)N2C,CHEMBL3787116,IC50,nM,1610.0,IC50,uM,1.61
CCCCCCCNC(=O)Oc1ccc2c(c1)CN(C)C(c1cc[nH]c1)N2C,CHEMBL3785861,IC50,nM,852.0,IC50,uM,0.852
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,32.0,IC50,uM,0.032
CCCN1Cc2cc(O)ccc2N(C)C1c1ccccc1,CHEMBL3786544,IC50,nM,279300.0,IC50,uM,279.3
CC(C)N1Cc2cc(O)ccc2N(C)C1c1ccccc1,CHEMBL3787307,IC50,nM,253000.0,IC50,uM,253.0
CN1Cc2cc(O)ccc2N(C)C1c1c(Cl)cccc1Cl,CHEMBL3786666,IC50,nM,13500.0,IC50,uM,13.5
CN1Cc2cc(O)ccc2N(C)C1c1cccc2ccccc12,CHEMBL3785481,IC50,nM,341700.0,IC50,uM,341.7
CN1Cc2cc(O)ccc2N(C)C1c1cc[nH]c1,CHEMBL3786655,IC50,nM,115900.0,IC50,uM,115.9
CN1Cc2cc(O)ccc2N(C)C1c1ccoc1,CHEMBL3785526,IC50,nM,341700.0,IC50,uM,341.7
CN1Cc2cc(O)ccc2N(C)C1c1cccs1,CHEMBL3786843,IC50,nM,225800.0,IC50,uM,225.8
CN1Cc2cc(O)ccc2N(C)C1c1ccncc1,CHEMBL3786447,IC50,nM,242400.0,IC50,uM,242.4
CN1Cc2cc(O)ccc2N(C)C1c1ccc(F)cc1,CHEMBL3787666,IC50,nM,143400.0,IC50,uM,143.4
COc1ccccc1C1N(C)Cc2cc(O)ccc2N1C,CHEMBL3785229,IC50,nM,192800.0,IC50,uM,192.8
COc1ccc(C2N(C)Cc3cc(O)ccc3N2C)cc1,CHEMBL3785187,IC50,nM,103800.0,IC50,uM,103.8
Cc1ccccc1C1N(C)Cc2cc(O)ccc2N1C,CHEMBL3785803,IC50,nM,143400.0,IC50,uM,143.4
Cc1cccc(C2N(C)Cc3cc(O)ccc3N2C)c1,CHEMBL3786323,IC50,nM,437000.0,IC50,uM,437.0
Cc1ccc(C2N(C)Cc3cc(O)ccc3N2C)cc1,CHEMBL3786589,IC50,nM,109900.0,IC50,uM,109.9
CN1Cc2cc(O)ccc2N(C)C1c1cccc(Cl)c1,CHEMBL3786505,IC50,nM,242400.0,IC50,uM,242.4
CN1Cc2cc(O)ccc2N(C)C1c1ccc(Cl)cc1,CHEMBL3785644,IC50,nM,235600.0,IC50,uM,235.6
CN1Cc2cc(O)ccc2N(C)C1c1ccccc1,CHEMBL3785808,IC50,nM,327000.0,IC50,uM,327.0
COc1cccc2c1CC[C@H](NC(=O)N(C)C)C2,CHEMBL3786651,IC50,nM,19.9,IC50,nM,19.9
COc1ccc2c(c1)CCC(NC(=O)N(C)C)C2,CHEMBL3786516,IC50,nM,16.38,IC50,nM,16.38
COc1ccc2c(c1)C[C@@H](NC(=O)N(C)C)CC2,CHEMBL3787502,IC50,nM,22.41,IC50,nM,22.41
COc1cccc2c1CCC(NS(=O)(=O)N(C)C)C2,CHEMBL3785269,IC50,nM,12.06,IC50,nM,12.06
COc1ccc2c(c1)CCC(NS(=O)(=O)N(C)C)C2,CHEMBL3787223,IC50,nM,16.97,IC50,nM,16.97
COc1ccc2c(c1)CC(NS(=O)(=O)N(C)C)CC2,CHEMBL3786448,IC50,nM,15.82,IC50,nM,15.82
CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1,CHEMBL3786937,IC50,nM,132.03,IC50,nM,132.03
CN(C)C(=O)NC1CCc2cc(O)ccc2C1,CHEMBL3785391,IC50,nM,7.16,IC50,nM,7.16
CN(C)C(=O)N[C@H]1CCc2ccc(O)cc2C1,CHEMBL3785207,IC50,nM,103.3,IC50,nM,103.3
CN(C)S(=O)(=O)NC1CCc2c(O)cccc2C1,CHEMBL3786873,IC50,nM,30.85,IC50,nM,30.85
CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1,CHEMBL3786442,IC50,nM,27.87,IC50,nM,27.87
CN(C)S(=O)(=O)NC1CCc2ccc(O)cc2C1,CHEMBL3786719,IC50,nM,36.97,IC50,nM,36.97
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,7.53,IC50,nM,7.53
COc1cc2occ(-c3ccc(O)cc3O)c(=O)c2c(O)c1CC=C(C)C,CHEMBL3809337,IC50,nM,9900.0,IC50,uM,9.9
COc1c(CC=C(C)C)c(O)cc2c1C[C@H](c1ccc(O)c(CC=C(C)C)c1O)CO2,CHEMBL1929043,IC50,nM,15500.0,IC50,uM,15.5
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CHEMBL659,IC50,nM,300.0,IC50,uM,0.3
COc1cc2c(cc1OC)C(=O)C(CC1CCN(CC3CCCCC3)CC1)C2,CHEMBL355160,IC50,nM,9.0,IC50,uM,0.009
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,7.0,IC50,uM,0.007
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,11.0,IC50,uM,0.011
COc1cc2c(cc1O)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,CHEMBL3818415,IC50,nM,1540.0,IC50,uM,1.54
COc1cc2c(cc1O)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O,CHEMBL3819155,IC50,nM,1540.0,IC50,uM,1.54
O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2ccc(O)cc21,CHEMBL3818230,IC50,nM,1500.0,IC50,uM,1.5
O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cccc(O)c21,CHEMBL3818616,IC50,nM,636.0,IC50,uM,0.636
O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc(O)ccc21,CHEMBL3819646,IC50,nM,2160.0,IC50,uM,2.16
COc1cc2c(cc1OC)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,CHEMBL168938,IC50,nM,58.0,IC50,uM,0.058
COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,CHEMBL3819220,IC50,nM,342.0,IC50,uM,0.342
COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,CHEMBL3818167,IC50,nM,1509.0,IC50,uM,1.509
COc1ccc2c(c1)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O,CHEMBL3818084,IC50,nM,43.0,IC50,uM,0.043
O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc3c(cc21)OCO3,CHEMBL3818801,IC50,nM,755.0,IC50,uM,0.755
COc1cccc(CN2CCC(/C=C3\Cc4cc(OC)ccc4C3=O)CC2)c1,CHEMBL3819531,IC50,nM,853.0,IC50,uM,0.853
COc1cccc(CN2CCC(/C=C3\Cc4ccc(OC)cc4C3=O)CC2)c1,CHEMBL3819113,IC50,nM,34500.0,IC50,uM,34.5
COc1cccc(CN2CCC(/C=C3\Cc4cccc(OC)c4C3=O)CC2)c1,CHEMBL3819574,IC50,nM,12155.0,IC50,uM,12.155
COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2,CHEMBL3819247,IC50,nM,25195.0,IC50,uM,25.195
COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2,CHEMBL3818918,IC50,nM,11135.0,IC50,uM,11.135
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,80.0,IC50,uM,0.08
O=C(CCCCCCCCc1ccc(O)c(O)c1)c1c(O)ccc(C(CCCCCCCCc2ccc(O)cc2)c2c(O)cccc2O)c1O,CHEMBL3819024,IC50,nM,30670.0,IC50,uM,30.67
O=C(CCCCCCCCc1ccc(O)c(O)c1)c1c(O)ccc(C(CCCCCCCCc2ccc(O)c(O)c2)c2c(O)cccc2O)c1O,CHEMBL3818374,IC50,nM,12660.0,IC50,uM,12.66
O=C(CCCCCCCCc1ccc(O)c(O)c1)c1c(O)cccc1O,CHEMBL524100,IC50,nM,1940.0,IC50,uM,1.94
O=C(CCCCCCCCc1ccc(O)cc1)c1c(O)cccc1O,CHEMBL489354,IC50,nM,1840.0,IC50,uM,1.84
O=C(CCCCCCCCc1ccccc1)c1c(O)cccc1O,CHEMBL1254269,IC50,nM,1310.0,IC50,uM,1.31
O=C(CCCCCCCCc1ccc(O)cc1)c1c(O)cc(O)cc1O,CHEMBL3819036,IC50,nM,6440.0,IC50,uM,6.44
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,IC50,nM,5870.0,IC50,uM,5.87
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CHEMBL477772,IC50,nM,930.0,IC50,uM,0.93
COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O,CHEMBL3818089,IC50,nM,729.0,IC50,uM,0.729
